ID,X,Y,POTEAU_ID_POT,DESCRIPTION_RPA,CODE_RPA,FLECHE_PAN
149,-73.5572147342619,45.502004396887294,98590,\P 10h-11h MAR. VEN. 1 AVRIL AU 1 DEC.,SB-VE-A,3
150,-73.5572147342619,45.502004396887294,98590,\P 08h-18h LUN. AU VEN.,SV-OD,2
151,-73.5572147342619,45.502004396887294,98590,\P RESERVE S3R 09h-23h,R-PF,3
242,-73.5674771473852,45.5064890115786,34729,\P EN TOUT TEMPS,SD-TT,3
243,-73.5674771473852,45.5064890115786,34729,\A RESERVE AUTOBUS,AR-TT,2
349,-73.5531987758113,45.5050613045925,11508,\P RESERVE AUTOBUS TOURISTIQUES,R-AT,0
350,-73.5532406610008,45.5049533039519,80868,\P RESERVE FIACRES,R-FI,3
351,-73.5532406610008,45.5049533039519,80868,\P RESERVE AUTOBUS TOURISTIQUES,R-AT,2
352,-73.56421472101391,45.521342773022496,121414,\P EXCEPTE 09h-17h LUN. ET JEU.,SX-JF,0
353,-73.56421472101391,45.521342773022496,121414,\P EXCEPTE S3R 09h-17h LUN ET JEU  (2 SECTEURS),R-PM-2S,3
356,-73.56374924362251,45.5211225728992,14969,\P EXCEPTE 09h-17h LUN. ET JEU.,SX-JF,0
398,-73.5560060865343,45.507453543814,161338,\A EN TOUT TEMPS DES DEUX COTES,AD-DC,0
548,-73.5510846499825,45.4937602339108,111666,\A EN TOUT TEMPS,AD-TT,0
631,-73.5813855723401,45.5010269009187,153346,\P 12h-13h LUN. JEU. 1 AVRIL AU 1 DEC.,SB-JJ-A,0
632,-73.5813855723401,45.5010269009187,153346,\P RESERVE S3R 16h-23h LUN A VEN ET 9h-23h SAM ET DIM,R-RP,3
642,-73.5811722592865,45.4970002522412,25274,\P 08h-09h LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AF-A,0
643,-73.5811722592865,45.4970002522412,25274,\P 18h-24h,SD-SR,2
906,-73.5625035682784,45.510631115171,235237,\P EN TOUT TEMPS,SD-TT,3
907,-73.5625035682784,45.510631115171,235237,\P RESERVE S3R          (EN TOUT TEMPS),R-QG,2
908,-73.5625035682784,45.510631115171,235237,\P 12h30-13h30 MAR. 1 AVRIL AU 1 DEC.,SU-MK-A,0
939,-73.5820775557671,45.513264262332,165537,\A EN TOUT TEMPS,AD-TT,0
949,-73.55933959369341,45.5155774312908,12622,\P 07h-08h MAR. 1 AVRIL AU 1 DEC.,SU-MS-A,3
950,-73.55933959369341,45.5155774312908,12622,\A EN TOUT TEMPS,AD-TT,2
1461,-73.5450982663081,45.529095038689604,224799,\A EN TOUT TEMPS,AD-TT,3
1462,-73.5596993951463,45.509728273984095,11938,\P EN TOUT TEMPS,SD-TT,0
1463,-73.5592292271629,45.509503558236105,11936,\P EN TOUT TEMPS,SD-TT,0
1692,-73.5546073188406,45.49810035229,160860,\P LIVRAISON SEULEMENT 08h-17h LUN. AU VEN.,SL-JC,3
1962,-73.55954487617579,45.5133862110893,12404,\P 07h-08h LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AD-A,0
1963,-73.55954487617579,45.5133862110893,12404,P 15 min 08h-18h LUN A VEN,PV-DI,2
2051,-73.58350447618959,45.4888189833439,56241,\P 07h-08h LUN. JEU. 1 AVRIL AU 1 DEC.,SB-MU-A,0
2054,-73.58115475517741,45.488991647476595,104875,\A 05h30-09h30  14h30-18h30 LUN A VEN,AV-RM,0
2056,-73.5818593501631,45.495447530822105,166128,\P 08h-18h LUN. AU VEN.,SV-OD,3
2057,-73.5818593501631,45.495447530822105,166128,\P EN TOUT TEMPS,SD-TT,2
2061,-73.5841584970189,45.4963097104854,159488,\A 06h30-09h30 LUN. AU VEN.,AV-DC,0
2063,-73.5841584970189,45.4963097104854,159488,\P EN TOUT TEMPS,SD-TT,0
2064,-73.579760968327,45.4959979202441,62497,\A 14h30-18h30 LUN A VEN,AV-PR,0
2066,-73.557994882963,45.519109996931,110829,\P 12h30-13h30 JEU. 1 AVRIL AU 1 DEC.,SU-JK-A,0
2071,-73.57532549472509,45.4974766754027,71423,STAT. INT. DE 5H - 7H (1 AVRIL AU 1 DEC),SD-AJ-A,0
2076,-73.5696363326293,45.506514711002595,123836,\A 07h-09h30 LUN. AU VEN.,AV-AA,0
2330,-73.58219807849859,45.502367085593605,105732,\P 12h-13h LUN. JEU. 1 AVRIL AU 1 DEC.,SB-JJ-A,0
2576,-73.55239150644859,45.5224601099271,71792,Arrêt d'autobus,BUS,0
2578,-73.55388246566159,45.5208307058245,71699,STAT. INT. DE 5H - 7H (1 AVRIL AU 1 DEC),SD-AJ-A,0
2579,-73.55388246566159,45.5208307058245,71699,\P LIVRAISON SEULEMENT 6h-12h LUNDI A VENDREDI,SL-AK,3
2581,-73.55388246566159,45.5208307058245,71699,Arrêt d'autobus,BUS,2
2635,-73.56226146765358,45.5083366502447,159057,\P RESERVE TAXIS,R-TA,3
2772,-73.5508579226275,45.5123960841436,96356,\P RESERVE S3R 09h-23h,R-PF,0
3216,-73.5633821101511,45.515138836887395,14763,\P 07h-08h LUN. AU VEN. 1 MARS AU 1 DEC.,SV-AD,0
3222,-73.5603915016837,45.5189062909313,11696,\P 07h-09h LUNDI JEUDI 1 AVRIL AU 1 DEC.,SB-AA-A,0
3223,-73.5603915016837,45.5189062909313,11696,P 15 min,PD-DT,2
3343,-73.5586261305109,45.5098953006118,12256,\A EN TOUT TEMPS DES DEUX COTES,AD-DC,0
3344,-73.5586782342082,45.510082557961,239461,\A EN TOUT TEMPS,AD-TT,2
3345,-73.5586210516353,45.510156104404494,239460,\A EN TOUT TEMPS,AD-TT,3
3347,-73.56555026536691,45.5067645855012,78631,\A EN TOUT TEMPS,AD-TT,0
4078,-73.55737044776059,45.5123929990135,224837,\A EN TOUT TEMPS,AD-TT,3
4079,-73.5576833732425,45.51254131527929,166759,P 15 MIN. RESERVE HOTEL,PD-TD,2
4080,-73.5577469847913,45.51256827838571,166758,P 15 MIN. RESERVE HOTEL,PD-TD,3
4081,-73.5830987302082,45.4991764891004,55721,\P EN TOUT TEMPS,SD-TT,3
4082,-73.5830987302082,45.4991764891004,55721,\P RESERVE S3R 09h-23h,R-PF,2
4084,-73.58282627394641,45.4990732049567,55720,\P EN TOUT TEMPS,SD-TT,2
4085,-73.58282627394641,45.4990732049567,55720,\P 12h-13h MAR. VEN. 1 AVRIL AU 1 DEC.,SB-VJ-A,0
4086,-73.58282627394641,45.4990732049567,55720,\P RESERVE S3R 09h-23h,R-PF,3
4088,-73.5831077652885,45.499333955164296,80819,\P 12h-13h LUN. JEU. 1 AVRIL AU 1 DEC.,SB-JJ-A,0
4089,-73.5831077652885,45.499333955164296,80819,\P RESERVE S3R 09h-23h,R-PF,3
4091,-73.58285526870259,45.499212659696504,55692,\P 08h-18h LUN. AU VEN.,SV-OD,3
4092,-73.58285526870259,45.499212659696504,55692,\P RESERVE S3R 09h-23h,R-PF,2
4251,-73.5503778001744,45.523405847620204,98200,\A EN TOUT TEMPS,AD-TT,0
4282,-73.54987186933141,45.523981967069396,98202,\A EN TOUT TEMPS,AD-TT,0
4346,-73.5615801921387,45.5125617770834,32713,STAT. INT. 4H - 5H (1 AVRIL AU 1 DEC),SD-AI-A,0
4347,-73.56152480313479,45.5123773394129,32716,\P LIVRAISON SEULEMENT 9h-15h LUN A VEN,SL-JY,3
4348,-73.56152480313479,45.5123773394129,32716,STAT. INT. DE 5H - 7H (1 AVRIL AU 1 DEC),SD-AJ-A,0
4352,-73.5617664695018,45.5120982581071,32721,STAT. INT. DE 5H - 7H (1 AVRIL AU 1 DEC),SD-AJ-A,0
4354,-73.56207152553151,45.51199461096721,32710,STAT. INT. 4H - 5H (1 AVRIL AU 1 DEC),SD-AI-A,0
4460,-73.5787256920755,45.4919223429545,55972,\A EN TOUT TEMPS,AD-TT,0
4506,-73.5796678501752,45.4897935564002,215702,\A 05h30-09h30  14h30-18h30 LUN A VEN,AV-RM,0
4508,-73.55782014195829,45.5312759159414,125554,\P 09h-10h LUN. 1 AVRIL AU 1 DEC.,SU-LC-A,0
4509,-73.55782014195829,45.5312759159414,125554,\P EN TOUT TEMPS,SD-TT,2
4553,-73.5617608419894,45.529253715410604,8551,\P 12h30-13h30 MER. 1 AVRIL AU 1 DEC.,SU-NK-A,0
4554,-73.5617608419894,45.529253715410604,8551,\P RESERVE S3R 09h-23h,R-PF,2
4585,-73.5506729629807,45.53670083472011,3488,\P 12h-13h MAR. 1 AVRIL AU 1 DEC.,SU-MJ-A,0
4586,-73.5506729629807,45.53670083472011,3488,P 02h 08h-18h LUN. AU VEN.,PV-JK,3
4611,-73.5719601743613,45.498608148982,217089,\P 07h30-08h30 LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AE-A,0
4612,-73.5719601743613,45.498608148982,217089,\P LIVRAISON SEULEMENT 6h-12h LUNDI A VENDREDI,SL-AK,3
4711,-73.5677069472179,45.5160406956206,25490,\A 15h30-17h30 LUN. AU VEN.,AV-PB,0
4713,-73.5677069472179,45.5160406956206,25490,P 15 MIN. RESERVE HOTEL,PD-TD,3
4715,-73.5677496245393,45.5159371886036,214268,P 15 MIN. RESERVE HOTEL,PD-TD,2
4719,-73.56638877567491,45.512784044037105,121399,P 15 MIN   7h-9h30 ET 15h-18h  LUN A VEN  GARDERIE SEULEMENT,PV-QG,0
4720,-73.56645057692549,45.5126175374241,77464,\A 07h-09h30 LUN. AU VEN.,AV-AA,0
4738,-73.5560148365141,45.5154621306651,12287,\P EN TOUT TEMPS,SD-TT,0
4759,-73.574566900696,45.497729129404796,58681,\A EN TOUT TEMPS,AD-TT,0
4760,-73.5705261864724,45.4978981667319,225960,\P RESERVE CORPS DIPLOMATIQUE,R-CD,0
4768,-73.55215416198399,45.5327093864428,237475,\P EXCEPTE PICTOGRAMME VOITURE ELECTRIQUE - EN RECHARGE,RD-TB,2
4769,-73.55215416198399,45.5327093864428,237475,P 60 min 09h-19h LUN. AU SAM.,PS-JA,3
4770,-73.5520320883338,45.5326599510024,237474,\P 08h-09h MAR. 1 AVRIL AU 1 DEC.,SU-MA-A,0
4771,-73.5520320883338,45.5326599510024,237474,\P EXCEPTE PICTOGRAMME VOITURE ELECTRIQUE - EN RECHARGE,RD-TB,3
4772,-73.5520320883338,45.5326599510024,237474,P 60 min 09h-19h LUN. AU SAM.,PS-JA,2
4806,-73.56015564397251,45.5303028841984,102457,\P EN TOUT TEMPS,SD-TT,0
4808,-73.560357720421,45.5295829065831,147545,\P 17h-18h LUN A VEN,SV-SD,0
4809,-73.560357720421,45.5295829065831,147545,\A EN TOUT TEMPS,AD-TT,3
4810,-73.5707362335647,45.509177568338,159444,Arrêt d'autobus,BUS,0
4812,-73.5498071482533,45.53780801577621,237411,\P EXCEPTE PICTOGRAMME VOITURE ELECTRIQUE - EN RECHARGE,RD-TB,3
4928,-73.5578610804864,45.5060308682067,37842,\P 08h-09h LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AF-A,0
4929,-73.5578610804864,45.5060308682067,37842,\P RESERVE AUTOBUS TOURISTIQUES 15 min.,R-AM,3
4930,-73.5578610804864,45.5060308682067,37842,\P RESERVE TAXIS 08h-18h,R-TF,2
4934,-73.5576018290629,45.5063144496295,37840,\P RESERVE TAXIS 08h-18h,R-TF,0
4940,-73.5574140728779,45.506521507927104,37836,\P 08h-09h LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AF-A,0
4941,-73.5574140728779,45.506521507927104,37836,\P RESERVE TAXIS 08h-18h,R-TF,0
4962,-73.5642644318871,45.5000029961241,92219,\A RESERVE AUTOBUS,AR-TT,8
4964,-73.5658131740413,45.50450133012871,93132,\P RESERVE CORPS DIPLOMATIQUE,R-CD,2
4965,-73.5658131740413,45.50450133012871,93132,\P RESERVE TAXIS,R-TA,3
4966,-73.5661004735713,45.5046406398755,93127,\P 22h-23h LUN. JEU. 1 AVRIL AU 1 DEC.,SB-SG-A,0
4967,-73.5661004735713,45.5046406398755,93127,\P RESERVE CORPS DIPLOMATIQUE,R-CD,0
4972,-73.56906278268609,45.5038470256042,58347,STAT. INT. DE 5H - 7H (1 AVRIL AU 1 DEC),SD-AJ-A,0
4973,-73.5740107314524,45.502939584773294,105843,\P LIVRAISON SEULEMENT 08h-17h LUN. AU VEN.,SL-JC,2
5007,-73.5645766528242,45.5156735732868,14754,\P 07h-08h LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AD-A,0
5011,-73.5580450615822,45.530177998718,8941,\A EN TOUT TEMPS,AD-TT,2
5012,-73.5613457327433,45.531984949455,9102,\P 09h30-10h30 MAR. 1 AVRIL AU 1 DEC.,SU-MD-A,0
5015,-73.5613229354661,45.5246377759628,38979,P 15 min 09h-18h LUN. AU VEN.,PV-JC,2
5017,-73.56092952107059,45.524471516148004,13013,\P 09h30-10h30 JEU. 1 AVRIL AU 1 DEC.,SU-JD-A,0
5018,-73.56092952107059,45.524471516148004,13013,P 02h 09h-18h LUN. AU SAM.,PS-PB,2
5141,-73.5730093704166,45.497964094907296,57574,\P 18h-24h,SD-SR,3
5143,-73.5730093704166,45.497964094907296,57574,\P 07h30-08h30 1 AVRILS AU 1 DEC.,SD-AC-A,3
5144,-73.5730093704166,45.497964094907296,57574,\A EN TOUT TEMPS,AD-TT,2
5160,-73.5786121730075,45.5017082248985,91841,\P EN TOUT TEMPS,SD-TT,3
5177,-73.55608410057441,45.5276054389271,161729,\A 07h-09h30  16h-18h LUN. AU VEN.,AV-QD,0
5178,-73.55608410057441,45.5276054389271,161729,\P 09h30-16h LUN. AU VEN.,SV-JQ,0
5179,-73.55608410057441,45.5276054389271,161729,\P RESERVE S3R 18h-23h LUN.AU VEN. 9h-23h SAM.ET DIM.,R-RE,3
5180,-73.55536391974509,45.5275428014976,233089,\P RESERVE S3R 09h-23h,R-PF,3
5181,-73.5681586437197,45.51249055322829,14729,\P 12h-13h LUN. 1 AVRIL AU 1 DEC.,SU-LJ-A,0
5182,-73.5681586437197,45.51249055322829,14729,\P RESERVE S3R          (EN TOUT TEMPS),R-QG,3
5183,-73.5685420346925,45.5126747913401,14730,\P 12h-13h LUN. 1 AVRIL AU 1 DEC.,SU-LJ-A,0
5184,-73.5685420346925,45.5126747913401,14730,\P RESERVE S3R          (EN TOUT TEMPS),R-QG,2
5264,-73.5500253172993,45.5239372589252,238920,\P EN TOUT TEMPS,SD-TT,3
5265,-73.5500253172993,45.5239372589252,238920,\P RESERVE S3R 09h-23h,R-PF,2
5427,-73.5552705328241,45.5278610838272,237968,\A EN TOUT TEMPS,AD-TT,3
5428,-73.5549724404911,45.5279728347105,237967,\A EN TOUT TEMPS,AD-TT,3
5435,-73.55513610844041,45.5277940387871,237966,\P 09h-10h MAR. 1 AVRIL AU 1 DEC.,SU-MC-A,0
5436,-73.55513610844041,45.5277940387871,237966,\A EN TOUT TEMPS,AD-TT,2
5670,-73.5512166867383,45.5123869254369,186929,\A EN TOUT TEMPS,AD-TT,0
5709,-73.5637219900696,45.5083178480111,220735,\P 06h-07h LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AA-A,0
5710,-73.5637219900696,45.5083178480111,220735,P 15 min 07h-09h 16h-18h LUN. AU VEN.,PV-JB,0
5778,-73.5511845555173,45.528120647633706,29384,\P 08h-17h LUN A VEN SEPT A JUIN,SE-JC,0
5781,-73.5511845555173,45.528120647633706,29384,\P 13h-14h LUN. JEU. 1 AVRIL AU 1 DEC.,SB-JS-A,0
5836,-73.5547968540846,45.5360240526474,233845,\A EN TOUT TEMPS,AD-TT,2
5837,-73.5547968540846,45.5360240526474,233845,\P 07h-17h LUN. AU VEN.,SV-PK,3
5839,-73.5547501691796,45.536154551513704,33819,\P 12h-13h LUN. 1 AVRIL AU 1 DEC.,SU-LJ-A,0
5840,-73.5547501691796,45.536154551513704,33819,\P 07h-17h LUN. AU VEN.,SV-PK,0
5841,-73.55454993508259,45.536388605128295,233850,\A EN TOUT TEMPS,AD-TT,3
5842,-73.55454993508259,45.536388605128295,233850,\P 07h-17h LUN. AU VEN.,SV-PK,2
5916,-73.5653273311957,45.5190520485435,79230,\A EN TOUT TEMPS,AD-TT,2
5917,-73.5653273311957,45.5190520485435,79230,\P 10h-11h JEU. 1 AVRIL AU 1 DEC.,SU-JE-A,3
5918,-73.5653273311957,45.5190520485435,79230,\P RESERVE S3R 09h-23h,R-PF,3
5919,-73.56483825977101,45.5188273670573,79226,\P 10h-11h JEU. 1 AVRIL AU 1 DEC.,SU-JE-A,0
5920,-73.56483825977101,45.5188273670573,79226,\P RESERVE S3R 09h-23h,R-PF,2
5938,-73.56197755721041,45.509101670452004,162153,\P 06h-07h LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AA-A,0
5939,-73.56197755721041,45.509101670452004,162153,P 15 MIN. RESERVE HOTEL,PD-TD,0
5941,-73.56175988433121,45.5090028057162,73155,\P 06h-07h LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AA-A,0
5942,-73.56175988433121,45.5090028057162,73155,P 15 MIN. RESERVE HOTEL,PD-TD,0
5943,-73.55400386348191,45.518940983726104,98362,\P 09h-17h MAR. MER. VEN. SAM. DIM.,SC-JA,0
5944,-73.55400386348191,45.518940983726104,98362,\P RESERVE S3R 09h-17h LUN. ET JEU.,R-PM,2
5969,-73.5639728103305,45.5182564562379,238161,\A EN TOUT TEMPS,AD-TT,2
6109,-73.55889862388409,45.51309409766729,12401,\P 07h-08h LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AD-A,0
6112,-73.56191103188891,45.5100690366756,162935,\P EN TOUT TEMPS,SD-TT,0
6115,-73.5621187244866,45.5098169681781,12517,\P EN TOUT TEMPS,SD-TT,0
6116,-73.56239807200629,45.509623349903094,152282,\P 09h-21h,SD-JF,2
6118,-73.56232617739259,45.509708874141,113778,\P 06h-07h LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AA-A,0
6119,-73.562473524278,45.5098617667862,12505,\P EN TOUT TEMPS,SD-TT,0
6120,-73.566836572272,45.511978424716204,14713,\P RESERVE SERVICE D'INCENDIE,R-SI,2
6121,-73.566836572272,45.511978424716204,14713,\P 12h-13h MAR. 1 AVRIL AU 1 DEC.,SU-MJ-A,0
6122,-73.56339663918399,45.517397429590105,184223,\A EN TOUT TEMPS,AD-TT,3
6123,-73.56339663918399,45.517397429590105,184223,\P 07h-08h MAR. 1 AVRIL AU 1 DEC.,SU-MS-A,2
6124,-73.5672931936126,45.51219861782929,14710,\P 12h-13h MAR. 1 AVRIL AU 1 DEC.,SU-MJ-A,0
6125,-73.5672931936126,45.51219861782929,14710,\P RESERVE SERVICE D'INCENDIE,R-SI,3
6126,-73.563876077325,45.5176086250808,166581,\A EN TOUT TEMPS,AD-TT,0
6141,-73.5569831574839,45.513050077161296,239227,\P DEUX COTES,SD-TC,0
6148,-73.56313880375171,45.503584999902,93487,\P 06h30-18h LUN AU VEN.,SV-JE,0
6153,-73.5686972260623,45.5044636383897,71550,\P EN TOUT TEMPS,SD-TT,2
6154,-73.5686972260623,45.5044636383897,71550,STAT. INT. 4H - 5H (1 AVRIL AU 1 DEC),SD-AI-A,3
6205,-73.5638829885852,45.510990288794005,137076,\P EN TOUT TEMPS,SD-TT,0
6207,-73.56363810232371,45.5112378819652,159789,\P EN TOUT TEMPS,SD-TT,0
6257,-73.5699954864011,45.4933137868898,58394,\P 10h-11h MAR. VEN. 1 MARS AU 1 DEC.,SB-VE,0
6258,-73.5699954864011,45.4933137868898,58394,\P RESERVE S3R 09h-23h,R-PF,2
6278,-73.5579494676948,45.512662659205596,12445,\A 07h-09h30 LUN. AU VEN.,AV-AA,0
6279,-73.56246809682558,45.504237754752204,164472,P 15 MIN. RESERVE HOTEL,PD-TD,0
6280,-73.56230765057191,45.504156856524105,233678,P 15 MIN. RESERVE HOTEL,PD-TD,2
6281,-73.55384085637729,45.5074005943357,98660,P 15 MIN. RESERVE HOTEL,PD-TD,3
6282,-73.55384085637729,45.5074005943357,98660,\P 08h-17h,SD-JC,2
6283,-73.55384085637729,45.5074005943357,98660,\P RESERVE S3R 17h-23h,R-PJ,2
6287,-73.5554863003706,45.527417952423804,237969,\A EN TOUT TEMPS,AD-TT,3
6288,-73.5555991273424,45.5275111928898,164311,\P 09h-10h LUN. 1 AVRIL AU 1 DEC.,SU-LC-A,0
6289,-73.5555991273424,45.5275111928898,164311,\A EN TOUT TEMPS,AD-TT,2
6300,-73.5532428427213,45.498361951121,58138,\P 08h30-09h30 MAR. 1 AVRIL AU 1 DEC.,SU-MB-A,0
6302,-73.5532428427213,45.498361951121,58138,\P RESERVE S3R 09h-23h,R-PF,0
6306,-73.5530139964174,45.4973677301016,173375,\A 15h30-18h30 LUN. AU VEN.,AV-PL,0
6338,-73.5617346668736,45.510660085280506,237906,\P 08h-18h LUN. AU VEN.,SV-OD,0
6339,-73.5617346668736,45.510660085280506,237906,INTERDICTION DE STAT. S3R (GR. R) 18H - 3H,R-XB,3
6434,-73.557298465702,45.5159474081686,12277,\P 08h-09h LUN. 1 AVRIL AU 1 DEC.,SU-LA-A,0
6435,-73.557298465702,45.5159474081686,12277,INTERDICTION DE STAT. S3R (GR. R) 18H - 3H,R-XB,2
6473,-73.5483429207775,45.5225923718129,237873,\P 13h-14h MER. 1 AVRIL AU 1 DEC.,SU-NL-A,0
6474,-73.5483429207775,45.5225923718129,237873,\P RESERVE S3R 09h-23h,R-PF,3
6476,-73.54854598156541,45.5224123177073,105564,\P 13h-14h MER. 1 AVRIL AU 1 DEC.,SU-NL-A,0
6477,-73.54854598156541,45.5224123177073,105564,\P RESERVE S3R 09h-23h,R-PF,2
6479,-73.5487981699225,45.522142258258896,105561,\P 13h-14h MER. 1 AVRIL AU 1 DEC.,SU-NL-A,0
6480,-73.5487981699225,45.522142258258896,105561,\P RESERVE S3R 09h-23h,R-PF,2
6482,-73.564217311862,45.5039263389984,93664,\A EN TOUT TEMPS,AD-TT,0
6483,-73.56385396258099,45.5044259554694,112497,\A EN TOUT TEMPS,AD-TT,0
6484,-73.5643052843692,45.503921790294505,93663,\A EN TOUT TEMPS,AD-TT,0
6485,-73.5640057334216,45.5043356072967,237872,\A EN TOUT TEMPS,AD-TT,2
6486,-73.5640057334216,45.5043356072967,237872,\P EN TOUT TEMPS,SD-TT,3
6511,-73.5669454233757,45.513035674783495,13299,\A EN TOUT TEMPS,AD-TT,2
6512,-73.5669454233757,45.513035674783495,13299,\P RESERVE S3R          (EN TOUT TEMPS),R-QG,3
6513,-73.56723596140921,45.5131794787755,13307,\P 12h-13h MAR. 1 AVRIL AU 1 DEC.,SU-MJ-A,0
6514,-73.56723596140921,45.5131794787755,13307,INTERDICTION DE STAT. S3R (GR. R) 17H - 3H,R-XA,3
6515,-73.56723596140921,45.5131794787755,13307,\P RESERVE S3R          (EN TOUT TEMPS),R-QG,2
6516,-73.567813861593,45.512801203752204,98920,\P 12h-13h MAR. 1 AVRIL AU 1 DEC.,SU-MJ-A,0
6517,-73.567813861593,45.512801203752204,98920,\P RESERVE S3R          (EN TOUT TEMPS),R-QG,2
6518,-73.5676937034107,45.5133321814765,130893,\P 12h-13h MAR. 1 AVRIL AU 1 DEC.,SU-MJ-A,0
6519,-73.5676937034107,45.5133321814765,130893,\P RESERVE S3R          (EN TOUT TEMPS),R-QG,0
6520,-73.56771225976091,45.5138000879914,130889,\P 12h-13h LUN. 1 AVRIL AU 1 DEC.,SU-LJ-A,0
6521,-73.56771225976091,45.5138000879914,130889,\P RESERVE S3R          (EN TOUT TEMPS),R-QG,2
6524,-73.5531363975885,45.5360878257308,3464,\P 12h-13h MAR. 1 AVRIL AU 1 DEC.,SU-MJ-A,0
6525,-73.5531363975885,45.5360878257308,3464,\P RESERVE S3R 09h-23h,R-PF,2
6526,-73.5536063018945,45.5362585753664,3462,\P 12h-13h MAR. 1 AVRIL AU 1 DEC.,SU-MJ-A,0
6527,-73.5536063018945,45.5362585753664,3462,\P RESERVE S3R 09h-23h,R-PF,3
6531,-73.5584221693327,45.53155455958299,125549,\P 09h-10h LUN. 1 AVRIL AU 1 DEC.,SU-LC-A,0
6532,-73.5584221693327,45.53155455958299,125549,\P RESERVE S3R 09h-23h,R-PF,2
6533,-73.5587523983591,45.5317028635717,125546,\A EN TOUT TEMPS,AD-TT,2
6534,-73.5587523983591,45.5317028635717,125546,\P RESERVE S3R 09h-23h,R-PF,3
6535,-73.5592788148748,45.5315991101846,233744,\A EN TOUT TEMPS,AD-TT,3
6536,-73.5592788148748,45.5315991101846,233744,\P RESERVE S3R 09h-23h,R-PF,2
6537,-73.5595113884692,45.531702470687506,148525,\P 09h-10h LUN. JEU. 1 AVRIL AU 1 DEC.,SB-JC-A,0
6538,-73.5595113884692,45.531702470687506,148525,\P RESERVE S3R 09h-23h,R-PF,0
6539,-73.559797585166,45.5318327978121,42635,\P RESERVE S3R 09h-23h,R-PF,3
6540,-73.5597430387217,45.5317068489639,143817,\P 09h-10h MAR. VEN. 1 MARS AU 1 DEC.,SB-VC,0
6541,-73.5597430387217,45.5317068489639,143817,\P RESERVE S3R 09h-23h,R-PF,3
6542,-73.5600072259381,45.5318236894946,143816,\P RESERVE S3R 09h-23h,R-PF,2
6549,-73.5539027983835,45.5056728675634,227511,P 15 MIN. RESERVE HOTEL,PD-TD,3
6568,-73.5554262382843,45.4973035960431,58523,\A 07h-09h30 LUN. AU VEN.,AV-AA,0
6569,-73.5554262382843,45.4973035960431,58523,\P RESERVE TAXIS,R-TA,2
6570,-73.5560195108356,45.4971953253646,144382,P 15 min 07h-09h 16h-18h LUN. AU VEN.,PV-JB,3
6571,-73.5560195108356,45.4971953253646,144382,\P RESERVE MOTOS,R-MO,2
6573,-73.5560195108356,45.4971953253646,144382,\P 08h30-09h30 MAR. 1 AVRIL AU 1 DEC.,SU-MB-A,0
6576,-73.55044247980679,45.514303932119596,162489,\P DEUX COTES,SD-TC,0
6619,-73.5504406057196,45.5231513631979,238989,\A EN TOUT TEMPS,AD-TT,3
6624,-73.5506112640957,45.523230275656005,28307,\A EN TOUT TEMPS,AD-TT,2
6625,-73.5506112640957,45.523230275656005,28307,\P 13h-14h JEU. 1 AVRIL AU 1 DEC.,SU-JL-A,0
6626,-73.5506112640957,45.523230275656005,28307,\P RESERVE S3R          (EN TOUT TEMPS),R-QG,3
6627,-73.550536368273,45.52337726165629,238987,\A EN TOUT TEMPS,AD-TT,2
6628,-73.5504195129172,45.523255519973,238988,\A EN TOUT TEMPS,AD-TT,2
6629,-73.5504195129172,45.523255519973,238988,\P RESERVE S3R          (EN TOUT TEMPS),R-QG,3
6630,-73.57058738418759,45.4998417913168,91800,\A EN TOUT TEMPS,AD-TT,0
6701,-73.5570294399047,45.522048461443006,114748,\P 12h-13h MER. 1 AVRIL AU 1 DEC.,SU-NJ-A,0
6702,-73.5570294399047,45.522048461443006,114748,INTERDICTION DE STAT. S3R (GR. R) 17H - 3H,R-XA,0
6730,-73.56393612687259,45.5275473236704,27682,\A EN TOUT TEMPS,AD-TT,2
6731,-73.56393612687259,45.5275473236704,27682,\A 15h30-18h30 LUN. AU VEN.,AV-PL,3
6733,-73.56393612687259,45.5275473236704,27682,\P 09h30-15h30 LUN. AU VEN.,SV-OG,3
6739,-73.56400629350009,45.527331322974604,27670,\A 15h30-18h30 LUN. AU VEN.,AV-PL,0
6741,-73.56400629350009,45.527331322974604,27670,\P 09h30-15h30 LUN. AU VEN.,SV-OG,0
6753,-73.569055441161,45.5122335597711,73141,\P 07h-09h LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-VA-A,0
6904,-73.55960691391171,45.515703269860204,236778,\P EN TOUT TEMPS,SD-TT,3
